Group.1	x
Gymnocypris_eckloni	5.81559765790839
Gymnocypris_przewalskii	4.89363416652695
Gymnocypris_waddellii	5.87254119638306
Gymnodiptychus_dybowskii	2.69069049883266
Gymnodiptychus_pachycheilus	8.49503680185169
Handleyomys_alfaroi	3.91537396518583
Handleyomys_chapmani	3.02743451974331
Handleyomys_rostratus	1.50196693494324
Hapalemur_griseus	9.23272103855415
Hatcheria_macraei	3.15042291097621
Helicolenus_dactylopterus	3.98600629145812
Hemibagrus_guttatus	5.61809606167589
Hemibagrus_macropterus	6.72088796605993
Hemiculter_leucisculus	0.395966988998105
Hemidactylus_alkiyumii	3.0266855517004
Hemidactylus_frenatus	12.8392953965209
Hemiechinus_auritus	1.28095268120981
Hemiphyllodactylus_yunnanensis	7.10712441032536
Henicorhina_leucophrys	3.11265611762101
Henicorhina_leucosticta	4.75551412612299
Herpestes_javanicus	6.2009035099526
Herzensteinia_microcephalus	0.343481234549941
Heterandria_formosa	7.44496608080901
Heteronotia_binoei	12.3520845147668
Heteropneustes_fossilis	9.80493922181706
Hexagrammos_otakii	1.98342327838375
Hierophis_gemonensis	2.04656144978081
Hippocampus_kuda	7.44634488053412
Hipposideros_armiger	6.06721285145474
Hipposideros_caffer	1.58942209409017
Hipposideros_pratti	2.15372730484314
Hipposideros_ruber	1.55382590817168
Hirundo_rustica	0.78686742772575
Holochilus_chacarius	2.04261843208495
Homatula_potanini	6.09638244587228
Hoplobatrachus_rugulosus	3.67190616225662
Hoplobatrachus_tigerinus	3.97998467487127
Huso_huso	0
Hydropotes_inermis	5.03899012144166
Hyla_meridionalis	11.5335118508385
Hylaeamys_megacephalus	2.36931913512786
Hylobates_agilis	10.3816192475872
Hylobates_lar	13.9494075809083
Hylophilus_ochraceiceps	4.73904140604561
Hynobius_nebulosus	4.42190711532562
Hynobius_tokyoensis	5.33912672824643
Hypentelium_nigricans	4.20838112962089
Hypomesus_olidus	1.63032551873639
Hypostomus_ancistroides	5.18350009299887
Hypseleotris_galii	5.35838026283183
Hypseleotris_klunzingeri	3.54796840259561
Hypsignathus_monstrosus	3.3607740023435
Ichthyophis_bannanicus	12.107998603027
Icterus_cayanensis	4.35260149196744
Ictidomys_parvidens	5.69331388952689
Ictidomys_tridecemlineatus	0.534383239729324
Ictiobus_bubalus	4.77580317134632
Imantodes_cenchoa	3.86397314472626
Indotestudo_forstenii	0
Indri_indri	10.9928208164352
Inia_boliviensis	10.157460425245
Inia_geoffrensis	10.8231748453835
Iole_propinqua	6.02821019220727
Iridosornis_analis	10.1090846552457
Jaculus_jaculus	2.82572042350135
Katsuwonus_pelamis	0.398109221703026
Kinyongia_fischeri	14.317733020545
Koreocobitis_rotundicaudata	8.4469751229829
Kryptolebias_marmoratus	11.2337113149503
Kuhlia_rupestris	5.10642127205836
Labeo_calbasu	2.40411665647859
Labeo_gonius	1.39689379498061
Labeo_rohita	8.69319484805922
Labeobarbus_intermedius	7.47248692082488
Lacerta_bilineata	6.48695415140348
Lacerta_viridis_viridis	6.07124127815761
Ladislavia_taczanowskii	4.78589669948126
Lagothrix_lagotricha	1.17480075006891
Lama_guanicoe	6.43705820141452
Lampetra_aepyptera	6.73563277871744
Lampetra_fluviatilis	10.4463969481548
